subject_id;teacher_id;group_code;lesson_type
22;8; œ-71;prac
23;30; œ-71;lec
23;30; œ-71;prac
41;2; œ-71;lec
41;2; œ-71;prac
41;2; œ-71;cw
42;8; œ-71;lec
42;8; œ-71;prac
43;12; œ-71;lec
43;12; œ-71;prac
48;15; œ-71;lec
48;15; œ-71;lab
71;24; œ-71;lec
71;24; œ-71;prac
7;14; œ-72;prac
8;14; œ-72;prac
14;21; œ-72;lec
14;21; œ-72;prac
20;27; œ-72;lec
20;27; œ-72;prac
21;8; œ-72;lec
21;8; œ-72;prac
22;8; œ-72;lec
22;8; œ-72;prac
23;30; œ-72;lec
23;30; œ-72;prac
41;2; œ-72;lec
41;2; œ-72;lab
41;2; œ-72;cw
42;8; œ-72;lec
42;8; œ-72;prac
71;24; œ-72;lec
71;24; œ-72;prac
73;15; œ-72;lec
73;15; œ-72;lab
73;15; œ-72;cw
75;17; œ-72;lec
75;17; œ-72;lab
2;5;Õ≈-81;lec
2;5;Õ≈-81;prac
3;28;Õ≈-81;prac
4;28;Õ≈-81;prac
5;14;Õ≈-81;prac
6;14;Õ≈-81;prac
12;26;Õ≈-81;lec
12;26;Õ≈-81;prac
13;26;Õ≈-81;lec
13;26;Õ≈-81;prac
15;29;Õ≈-81;lec
15;29;Õ≈-81;prac
16;29;Õ≈-81;lec
16;29;Õ≈-81;prac
17;7;Õ≈-81;lec
17;7;Õ≈-81;prac
19;27;Õ≈-81;lec
19;27;Õ≈-81;prac
70;4;Õ≈-81;lec
70;4;Õ≈-81;prac
7;14;Õ≈-71;prac
8;14;Õ≈-71;prac
14;21;Õ≈-71;lec
14;21;Õ≈-71;prac
20;27;Õ≈-71;lec
20;27;Õ≈-71;prac
21;8;Õ≈-71;lec
21;8;Õ≈-71;prac
22;8;Õ≈-71;lec
22;8;Õ≈-71;prac
23;30;Õ≈-71;lec
23;30;Õ≈-71;lab
42;8;Õ≈-71;lec
42;8;Õ≈-71;prac
67;13;Õ≈-71;lec
67;13;Õ≈-71;lab
71;1;Õ≈-71;lec
71;1;Õ≈-71;prac
1;10;ÕŒ-81;lec
1;10;ÕŒ-81;prac
2;5;ÕŒ-81;lec
2;5;ÕŒ-81;prac
3;28;ÕŒ-81;prac
4;28;ÕŒ-81;prac
5;14;ÕŒ-81;lec
5;14;ÕŒ-81;prac
6;14;ÕŒ-81;lec
6;14;ÕŒ-81;prac
60;13;ÕŒ-81;lec
60;13;ÕŒ-81;prac
61;13;ÕŒ-81;lec
61;13;ÕŒ-81;prac
7;14;ÕŒ-71;prac
7;14;ÕŒ-71;lec
62;13;ÕŒ-71;prac
62;13;ÕŒ-71;lec
2;5;Õ“-81;lec
2;5;Õ“-81;prac
3;28;Õ“-81;prac
4;28;Õ“-81;prac
5;14;Õ“-81;prac
6;14;Õ“-81;prac
12;26;Õ“-81;lec
12;26;Õ“-81;prac
13;26;Õ“-81;lec
13;26;Õ“-81;prac
15;29;Õ“-81;lec
15;29;Õ“-81;prac
16;29;Õ“-81;lec
16;29;Õ“-81;prac
17;7;Õ“-81;lec
17;7;Õ“-81;prac
19;27;Õ“-81;lec
19;27;Õ“-81;prac
65;3;Õ“-81;lec
65;3;Õ“-81;lab
7;14;Õ“-71;prac
8;14;Õ“-71;prac
14;21;Õ“-71;lec
14;21;Õ“-71;prac
20;27;Õ“-71;lec
20;27;Õ“-71;prac
21;8;Õ“-71;lec
21;8;Õ“-71;prac
22;8;Õ“-71;lec
22;8;Õ“-71;prac
23;30;Õ“-71;lec
23;30;Õ“-71;lab
42;8;Õ“-71;lec
42;8;Õ“-71;prac
67;13;Õ“-71;lec
67;13;Õ“-71;lab
71;1;Õ“-71;lec
71;1;Õ“-71;prac
1;10;‘¿-81;lec
1;10;‘¿-81;prac
2;5;‘¿-81;lec
2;5;‘¿-81;prac
3;28;‘¿-81;prac
4;28;‘¿-81;prac
5;14;‘¿-81;prac
6;14;‘¿-81;prac
12;16;‘¿-81;lec
12;16;‘¿-81;prac
13;16;‘¿-81;lec
13;16;‘¿-81;prac
15;6;‘¿-81;lec
15;6;‘¿-81;prac
16;6;‘¿-81;lec
16;6;‘¿-81;prac
17;7;‘¿-81;lec
17;7;‘¿-81;prac
18;7;‘¿-81;lec
18;7;‘¿-81;prac
19;24;‘¿-81;lec
19;24;‘¿-81;prac
26;2;‘¿-81;lec
26;2;‘¿-81;lab
27;26;‘¿-81;lec
27;26;‘¿-81;lab
28;26;‘¿-81;lec
28;26;‘¿-81;prac
28;26;‘¿-81;cw
39;7;‘¿-81;lec
39;7;‘¿-81;prac
1;10;‘¿-82;lec
1;10;‘¿-82;prac
2;5;‘¿-82;lec
2;5;‘¿-82;prac
3;28;‘¿-82;prac
4;28;‘¿-82;prac
5;14;‘¿-82;prac
6;14;‘¿-82;prac
12;16;‘¿-82;lec
12;16;‘¿-82;prac
13;16;‘¿-82;lec
13;16;‘¿-82;prac
15;6;‘¿-82;lec
15;6;‘¿-82;prac
16;6;‘¿-82;lec
16;6;‘¿-82;prac
17;7;‘¿-82;lec
17;7;‘¿-82;prac
18;7;‘¿-82;lec
18;7;‘¿-82;prac
19;24;‘¿-82;lec
19;24;‘¿-82;prac
26;2;‘¿-82;lec
26;2;‘¿-82;lab
27;26;‘¿-82;lec
27;26;‘¿-82;lab
28;26;‘¿-82;lec
28;26;‘¿-82;lab
28;26;‘¿-82;cw
39;7;‘¿-82;lec
39;7;‘¿-82;prac
1;10;‘¿-83;lec
1;10;‘¿-83;prac
2;5;‘¿-83;lec
2;5;‘¿-83;prac
3;28;‘¿-83;prac
4;28;‘¿-83;prac
5;14;‘¿-83;prac
6;14;‘¿-83;prac
12;16;‘¿-83;lec
12;16;‘¿-83;prac
13;16;‘¿-83;lec
13;16;‘¿-83;prac
15;6;‘¿-83;lec
15;6;‘¿-83;prac
16;6;‘¿-83;lec
16;6;‘¿-83;prac
17;7;‘¿-83;lec
17;7;‘¿-83;prac
18;7;‘¿-83;lec
18;7;‘¿-83;prac
19;24;‘¿-83;lec
19;24;‘¿-83;prac
26;2;‘¿-83;lec
26;2;‘¿-83;lab
27;26;‘¿-83;lec
27;26;‘¿-83;lab
28;26;‘¿-83;lec
28;26;‘¿-83;lab
28;26;‘¿-83;cw
39;7;‘¿-83;lec
39;7;‘¿-83;prac
7;14;‘¿-71;lec
8;14;‘¿-71;prac
14;21;‘¿-71;lec
14;21;‘¿-71;prac
20;24;‘¿-71;lec
20;24;‘¿-71;prac
21;7;‘¿-71;lec
21;18;‘¿-71;prac
22;22;‘¿-71;lec
22;22;‘¿-71;prac
23;26;‘¿-71;lec
23;26;‘¿-71;prac
40;7;‘¿-71;lec
40;7;‘¿-71;prac
41;2;‘¿-71;lec
41;2;‘¿-71;prac
41;2;‘¿-71;cw
42;22;‘¿-71;lec
42;22;‘¿-71;prac
77;16;‘¿-71;lec
77;16;‘¿-71;prac
78;18;‘¿-71;lec
78;18;‘¿-71;prac
7;14;‘¿-72;lec
8;14;‘¿-72;prac
14;21;‘¿-72;lec
14;21;‘¿-72;prac
20;24;‘¿-72;lec
20;24;‘¿-72;prac
21;18;‘¿-72;lec
21;18;‘¿-72;prac
22;22;‘¿-72;lec
22;22;‘¿-72;prac
23;26;‘¿-72;lec
23;26;‘¿-72;prac
40;7;‘¿-72;lec
40;7;‘¿-72;prac
41;2;‘¿-72;lec
41;2;‘¿-72;prac
41;2;‘¿-72;cw
42;22;‘¿-72;lec
42;22;‘¿-72;prac
77;16;‘¿-72;lec
77;16;‘¿-72;prac
78;18;‘¿-72;lec
78;18;‘¿-72;prac
7;14;‘¿-73;lec
8;14;‘¿-73;prac
14;21;‘¿-73;lec
14;21;‘¿-73;prac
20;24;‘¿-73;lec
20;24;‘¿-73;prac
21;18;‘¿-73;lec
21;18;‘¿-73;prac
22;22;‘¿-73;lec
22;22;‘¿-73;prac
23;26;‘¿-73;lec
23;26;‘¿-73;prac
40;7;‘¿-73;lec
40;7;‘¿-73;prac
41;2;‘¿-73;lec
41;2;‘¿-73;prac
41;2;‘¿-73;cw
42;22;‘¿-73;lec
42;22;‘¿-73;prac
77;16;‘¿-73;lec
77;22;‘¿-73;prac
1;10; œ-71;lec
1;10; œ-71;prac
3;28; œ-71;prac
5;14; œ-71;prac
12;26; œ-71;lec
12;26; œ-71;prac
13;26; œ-71;lec
13;26; œ-71;prac
15;6; œ-71;lec
15;6; œ-71;prac
16;6; œ-71;lec
16;6; œ-71;prac
17;7; œ-71;lec
17;7; œ-71;prac
19;27; œ-71;lec
19;27; œ-71;prac
26;2; œ-71;lec
26;2; œ-71;lab
27;12; œ-71;lec
27;12; œ-71;lab
28;12; œ-71;lec
28;12; œ-71;lab
28;12; œ-71;cw
1;10; œ-72;lec
1;10; œ-72;prac
3;28; œ-72;prac
5;14; œ-72;prac
12;26; œ-72;lec
12;26; œ-72;prac
13;26; œ-72;lec
13;26; œ-72;prac
15;6; œ-72;lec
15;6; œ-72;prac
16;6; œ-72;lec
16;6; œ-72;prac
17;7; œ-72;lec
17;7; œ-72;prac
19;27; œ-72;lec
19;27; œ-72;prac
26;2; œ-72;lec
26;2; œ-72;lab
27;12; œ-72;lec
27;12; œ-72;lab
28;12; œ-72;lec
28;12; œ-72;lab
28;12; œ-72;cw
2;5;Õ≈-71;lec
2;5;Õ≈-71;prac
3;28;Õ≈-71;prac
4;28;Õ≈-71;prac
5;14;Õ≈-71;prac
6;14;Õ≈-71;prac
12;26;Õ≈-71;lec
12;26;Õ≈-71;prac
13;26;Õ≈-71;lec
13;26;Õ≈-71;prac
15;29;Õ≈-71;lec
15;29;Õ≈-71;prac
16;29;Õ≈-71;lec
16;29;Õ≈-71;prac
17;7;Õ≈-71;lec
17;7;Õ≈-71;prac
19;27;Õ≈-71;lec
19;27;Õ≈-71;prac
70;4;Õ≈-71;lec
70;4;Õ≈-71;prac
1;10;ÕŒ-71;lec
1;10;ÕŒ-71;prac
2;5;ÕŒ-71;lec
2;5;ÕŒ-71;prac
3;28;ÕŒ-71;prac
4;28;ÕŒ-71;prac
5;14;ÕŒ-71;lec
5;14;ÕŒ-71;prac
6;14;ÕŒ-71;lec
6;14;ÕŒ-71;prac
60;13;ÕŒ-71;lec
60;13;ÕŒ-71;prac
61;13;ÕŒ-71;lec
61;13;ÕŒ-71;prac
2;5;Õ“-71;lec
2;5;Õ“-71;prac
3;28;Õ“-71;prac
4;28;Õ“-71;prac
5;14;Õ“-71;prac
6;14;Õ“-71;prac
12;26;Õ“-71;lec
12;26;Õ“-71;prac
13;26;Õ“-71;lec
13;26;Õ“-71;prac
15;29;Õ“-71;lec
15;29;Õ“-71;prac
16;29;Õ“-71;lec
16;29;Õ“-71;prac
17;7;Õ“-71;lec
17;7;Õ“-71;prac
19;27;Õ“-71;lec
19;27;Õ“-71;prac
65;3;Õ“-71;lec
65;3;Õ“-71;lab
1;10;‘¿-71;lec
1;10;‘¿-71;prac
2;5;‘¿-71;lec
2;5;‘¿-71;prac
3;28;‘¿-71;prac
4;28;‘¿-71;prac
5;14;‘¿-71;prac
6;14;‘¿-71;prac
12;16;‘¿-71;lec
12;16;‘¿-71;prac
13;16;‘¿-71;lec
13;16;‘¿-71;prac
15;6;‘¿-71;lec
15;6;‘¿-71;prac
16;6;‘¿-71;lec
16;6;‘¿-71;prac
17;7;‘¿-71;lec
17;7;‘¿-71;prac
18;7;‘¿-71;lec
18;7;‘¿-71;prac
19;24;‘¿-71;lec
19;24;‘¿-71;prac
26;2;‘¿-71;lec
26;2;‘¿-71;lab
27;26;‘¿-71;lec
27;26;‘¿-71;lab
28;26;‘¿-71;lec
28;26;‘¿-71;prac
28;26;‘¿-71;cw
39;7;‘¿-71;lec
39;7;‘¿-71;prac
1;10;‘¿-72;lec
1;10;‘¿-72;prac
2;5;‘¿-72;lec
2;5;‘¿-72;prac
3;28;‘¿-72;prac
4;28;‘¿-72;prac
5;14;‘¿-72;prac
6;14;‘¿-72;prac
12;16;‘¿-72;lec
12;16;‘¿-72;prac
13;16;‘¿-72;lec
13;16;‘¿-72;prac
15;6;‘¿-72;lec
15;6;‘¿-72;prac
16;6;‘¿-72;lec
16;6;‘¿-72;prac
17;7;‘¿-72;lec
17;7;‘¿-72;prac
18;7;‘¿-72;lec
18;7;‘¿-72;prac
19;24;‘¿-72;lec
19;24;‘¿-72;prac
26;2;‘¿-72;lec
26;2;‘¿-72;lab
27;26;‘¿-72;lec
27;26;‘¿-72;lab
28;26;‘¿-72;lec
28;26;‘¿-72;lab
28;26;‘¿-72;cw
39;7;‘¿-72;lec
39;7;‘¿-72;prac
1;10;‘¿-73;lec
1;10;‘¿-73;prac
2;5;‘¿-73;lec
2;5;‘¿-73;prac
3;28;‘¿-73;prac
4;28;‘¿-73;prac
5;14;‘¿-73;prac
6;14;‘¿-73;prac
12;16;‘¿-73;lec
12;16;‘¿-73;prac
13;16;‘¿-73;lec
13;16;‘¿-73;prac
15;6;‘¿-73;lec
15;6;‘¿-73;prac
16;6;‘¿-73;lec
16;6;‘¿-73;prac
17;7;‘¿-73;lec
17;7;‘¿-73;prac
18;7;‘¿-73;lec
18;7;‘¿-73;prac
19;24;‘¿-73;lec
19;24;‘¿-73;prac
26;2;‘¿-73;lec
26;2;‘¿-73;lab
27;26;‘¿-73;lec
27;26;‘¿-73;lab
28;26;‘¿-73;lec
28;26;‘¿-73;lab
28;26;‘¿-73;cw
39;7;‘¿-73;lec
39;7;‘¿-73;prac
